gene	prim_up_silent	prim_up_deleterious	recu_up_silent	recu_up_deleterious	prim_down_silent	prim_down_deleterious	recu_down_silent	recu_down_deleterious
KIAA1683	0	0	0	1	0	0	0	0
ZNF611	0	0	0	2	0	0	0	0
C19orf18	0	0	0	1	0	0	0	0
HM13	0	0	0	1	0	0	0	0
SAMHD1	0	0	0	1	0	0	0	0
BRWD1	0	0	0	2	0	0	0	0
SUMO3	0	0	0	1	0	0	0	0
CSF2RB	0	0	0	1	0	0	0	0
AXDND1	0	0	0	1	0	0	0	0
GLUL	0	0	0	1	0	0	0	0
KIF21B	0	0	0	1	0	0	0	0
PKP1	0	0	0	1	0	0	0	0
CR1	0	0	0	1	0	0	0	0
RAB3GAP2	0	0	0	1	0	0	0	0
ITPKB	0	0	0	1	0	0	0	0
ARF1	0	0	0	1	0	0	0	0
DISC1	0	0	0	1	0	0	0	0
SIPA1L2	0	0	0	1	0	0	0	0
IRF2BP2	0	0	0	1	0	0	0	0
TAS1R3	0	0	0	1	0	0	0	0
ATAD3B	0	0	0	1	0	0	0	0
ESPN	0	0	0	1	0	0	0	0
EXTL1	0	0	0	1	0	0	0	0
XKR8	0	0	0	1	0	0	0	0
MED18	0	0	0	1	0	0	0	0
PSMB2	0	0	0	1	0	0	0	0
GNL2	0	0	0	1	0	0	0	0
HIVEP3	0	0	0	1	0	0	0	1
IPO13	0	0	0	2	0	0	0	0
ZRANB2	0	0	0	1	0	0	0	0
ABCA4	0	0	0	1	0	0	0	0
LPPR5	0	0	0	1	0	0	0	0
VCAM1	0	0	0	1	0	0	0	0
KCNC4	0	0	0	1	0	0	0	0
TTF2	0	0	0	1	0	0	0	0
SPAG17	0	0	0	2	0	0	0	0
WARS2	0	0	0	1	0	0	0	0
ZNF697	0	0	0	1	0	0	0	0
C2CD4D	0	0	0	1	0	0	0	0
MEX3A	0	0	0	1	0	0	0	0
SNTG2	0	0	0	1	0	0	0	0
DCDC2C	0	0	0	1	0	0	0	0
KCNF1	0	0	0	1	0	0	0	0
KIF3C	0	0	0	1	0	0	0	0
PREB	0	0	0	1	0	0	0	0
EHD3	0	0	0	1	0	0	0	0
NRXN1	0	0	0	2	0	0	0	0
RAB11FIP5	0	0	0	1	0	0	0	0
RETSAT	0	0	0	1	0	0	0	0
IWS1	0	0	0	1	0	0	0	0
EPC2	0	0	0	1	0	0	0	0
LYPD6B	0	0	0	1	0	0	0	0
STAT1	0	0	0	1	0	0	0	0
SATB2	0	0	0	1	0	0	0	0
IGFBP5	0	0	0	1	0	0	0	1
CCDC108	0	0	0	1	0	0	0	0
SETMAR	0	0	0	1	0	0	0	0
RAD18	0	0	0	1	0	0	0	0
C3orf20	0	0	0	1	0	0	0	0
MLH1	0	0	0	1	0	0	0	0
DLEC1	0	0	0	1	0	0	0	0
CDHR4	0	0	0	1	0	0	0	0
NPRL2	0	0	0	1	0	0	0	0
PPM1M	0	0	0	1	0	0	0	0
OR5K3	0	0	0	1	0	0	0	0
FILIP1L	0	0	0	2	0	0	0	0
C3orf17	0	0	0	1	0	0	0	0
UPK1B	0	0	0	1	0	0	0	0
TIMMDC1	0	0	0	1	0	0	0	0
KLF15	0	0	0	1	0	0	0	0
CEP63	0	0	0	1	0	0	0	0
PPP2R3A	0	0	0	1	0	0	0	0
ATR	0	0	0	1	0	0	0	0
SPTSSB	0	0	0	1	0	0	0	0
PSMD2	0	0	0	1	0	0	0	0
KNG1	0	0	0	1	0	0	0	0
TNK2	0	0	0	1	0	0	0	0
PIGG	0	0	0	1	0	0	0	0
MFSD7	0	0	0	1	0	0	0	0
LRPAP1	0	0	0	1	0	0	0	0
COX18	0	0	0	1	0	0	0	0
STPG2	0	0	0	1	0	0	0	0
KIAA1109	0	0	0	2	0	0	0	0
MAB21L2	0	0	0	1	0	0	0	0
FGG	0	0	0	1	0	0	0	0
ITGA1	0	0	0	1	0	0	0	1
IL6ST	0	0	0	1	0	0	0	0
MARVELD2	0	0	0	1	0	0	0	0
MAP1B	0	0	0	1	0	0	0	0
ACOT12	0	0	0	1	0	0	0	0
PAM	0	0	0	1	0	0	0	0
ZNF474	0	0	0	1	0	0	0	0
IL5	0	0	0	1	0	0	0	0
CTC-349C3.1	0	0	0	1	0	0	0	1
ZFP62	0	0	0	1	0	0	0	0
ATXN1	0	0	0	1	0	0	0	0
BTN1A1	0	0	0	1	0	0	0	0
PPP1R10	0	0	0	1	0	0	0	0
VARS2	0	0	0	1	0	0	0	0
RPS18	0	0	0	2	0	0	0	0
NFKBIE	0	0	0	1	0	0	0	0
MLIP	0	0	0	1	0	0	0	0
SENP6	0	0	0	1	0	0	0	0
ZBTB24	0	0	0	1	0	0	0	0
AK9	0	0	0	3	0	0	0	0
TAAR6	0	0	0	2	0	0	0	0
SLC2A12	0	0	0	1	0	0	0	0
ADGB	0	0	0	1	0	0	0	0
ULBP2	0	0	0	1	0	0	0	0
TMEM196	0	0	0	1	0	0	0	0
NUPL2	0	0	0	1	0	0	0	0
CPVL	0	0	0	1	0	0	0	0
ELMO1	0	0	0	2	0	0	0	0
TMEM248	0	0	0	1	0	0	0	0
GTF2IRD2	0	0	0	1	0	0	0	0
TRIM73	0	0	0	1	0	0	0	0
CCDC146	0	0	0	1	0	0	0	0
HGF	0	0	0	1	0	0	0	0
BHLHA15	0	0	0	1	0	0	0	0
AZGP1	0	0	0	1	0	0	0	0
ZSCAN21	0	0	0	1	0	0	0	0
CUX1	0	0	0	1	0	0	0	0
KMT2E	0	0	0	1	0	0	0	0
RINT1	0	0	0	2	0	0	0	0
PNPLA8	0	0	0	1	0	0	0	0
AASS	0	0	0	1	0	0	0	0
CPA2	0	0	0	1	0	0	0	0
SLC13A4	0	0	0	1	0	0	0	0
EZH2	0	0	0	1	0	0	0	0
ZNF282	0	0	0	1	0	0	0	0
GIMAP6	0	0	0	1	0	0	0	0
PTK2B	0	0	0	1	0	0	0	1
GPR124	0	0	0	2	0	0	0	0
HNF4G	0	0	0	1	0	0	0	0
UBR5	0	0	0	2	0	0	0	0
TNFRSF11B	0	0	0	1	0	0	0	0
ST3GAL1	0	0	0	1	0	0	0	0
CD274	0	0	0	1	0	0	0	0
RUSC2	0	0	0	1	0	0	0	0
GABBR2	0	0	0	1	0	0	0	0
OR13C5	0	0	0	1	0	0	0	0
HSDL2	0	0	0	1	0	0	0	0
C9orf91	0	0	0	1	0	0	0	0
PTGS1	0	0	0	1	0	0	0	0
EXOSC2	0	0	0	1	0	0	0	0
FCN1	0	0	0	1	0	0	0	0
NPDC1	0	0	0	1	0	0	0	0
SLC34A3	0	0	0	2	0	0	0	0
C1QL3	0	0	0	1	0	0	0	0
LYZL2	0	0	0	1	0	0	0	0
ERCC6	0	0	0	1	0	0	0	0
C10orf107	0	0	0	1	0	0	0	0
HNRNPH3	0	0	0	1	0	0	0	0
DNA2	0	0	0	1	0	0	0	0
AIFM2	0	0	0	1	0	0	0	0
CHCHD1	0	0	0	1	0	0	0	0
TSPAN14	0	0	0	1	0	0	0	0
BTAF1	0	0	0	1	0	0	0	0
GSTO2	0	0	0	1	0	0	0	0
SORCS1	0	0	0	1	0	0	0	0
ADRB1	0	0	0	1	0	0	0	0
FAM53B	0	0	0	1	0	0	0	0
C10orf137	0	0	0	1	0	0	0	0
B4GALNT4	0	0	0	1	0	0	0	0
DNHD1	0	0	0	1	0	0	0	0
KCNC1	0	0	0	1	0	0	0	0
PRDM11	0	0	0	1	0	0	0	0
AGBL2	0	0	0	2	0	0	0	0
NUP160	0	0	0	1	0	0	0	0
CTNND1	0	0	0	1	0	0	0	0
ZFP91	0	0	0	1	0	0	0	0
CD6	0	0	0	1	0	0	0	0
INCENP	0	0	0	1	0	0	0	1
ZBTB3	0	0	0	1	0	0	0	0
BATF2	0	0	0	1	0	0	0	1
SYVN1	0	0	0	1	0	0	0	0
CATSPER1	0	0	0	1	0	0	0	0
PELI3	0	0	0	1	0	0	0	0
PPP1CA	0	0	0	1	0	0	0	0
DYNC2H1	0	0	0	1	0	0	0	0
ELMOD1	0	0	0	1	0	0	0	0
ATM	0	0	0	1	0	0	0	0
USP28	0	0	0	2	0	0	0	0
ZBTB16	0	0	0	1	0	0	0	0
ETS1	0	0	0	2	0	0	0	0
ACRBP	0	0	0	1	0	0	0	0
ATN1	0	0	0	2	0	0	0	0
TAS2R46	0	0	0	1	0	0	0	0
PLEKHA5	0	0	0	2	0	0	0	0
KLHL42	0	0	0	1	0	0	0	0
OVCH1	0	0	0	1	0	0	0	0
FGD4	0	0	0	1	0	0	0	0
LRP1	0	0	0	2	0	0	0	0
KIF5A	0	0	0	2	0	0	0	0
XPOT	0	0	0	1	0	0	0	0
ACACB	0	0	0	1	0	0	0	0
LHX5	0	0	0	1	0	0	0	0
FBXW8	0	0	0	1	0	0	0	0
CCDC64	0	0	0	1	0	0	0	0
HNF1A	0	0	0	1	0	0	0	0
BRI3BP	0	0	0	1	0	0	0	0
FZD10	0	0	0	2	0	0	0	0
CDK8	0	0	0	1	0	0	0	0
PARP2	0	0	0	1	0	0	0	0
OR6S1	0	0	0	1	0	0	0	0
CHD8	0	0	0	1	0	0	0	0
NIN	0	0	0	1	0	0	0	0
SNAPC1	0	0	0	1	0	0	0	0
MLH3	0	0	0	1	0	0	0	0
GALC	0	0	0	1	0	0	0	0
PPP2R5C	0	0	0	1	0	0	0	0
PACS2	0	0	0	1	0	0	0	0
DLL4	0	0	0	1	0	0	0	0
GATM	0	0	0	1	0	0	0	0
SLC24A5	0	0	0	1	0	0	0	0
DENND4A	0	0	0	1	0	0	0	0
LRRC49	0	0	0	1	0	0	0	0
RAB11FIP3	0	0	0	1	0	0	0	0
CRAMP1L	0	0	0	1	0	0	0	0
HSD3B7	0	0	0	1	0	0	0	0
C16orf78	0	0	0	1	0	0	0	0
CCDC102A	0	0	0	1	0	0	0	0
CDH11	0	0	0	1	0	0	0	0
LRRC36	0	0	0	1	0	0	0	0
FOXC2	0	0	0	1	0	0	0	0
SPNS2	0	0	0	1	0	0	0	0
MINK1	0	0	0	1	0	0	0	0
POLR2A	0	0	0	2	0	0	0	0
ARHGEF15	0	0	0	1	0	0	0	0
NCOR1	0	0	0	1	0	0	0	0
KRT24	0	0	0	1	0	0	0	0
KAT2A	0	0	0	2	0	0	0	0
RSAD1	0	0	0	1	0	0	0	0
PPM1D	0	0	0	1	0	0	0	0
GRIN2C	0	0	0	1	0	0	0	0
FASN	0	0	0	1	0	0	0	0
NAPG	0	0	0	1	0	0	0	0
MEX3C	0	0	0	1	0	0	0	0
CSNK1G2	0	0	0	1	0	0	0	0
ZNF44	0	0	0	1	0	0	0	0
CC2D1A	0	0	0	1	0	0	0	0
SUGP2	0	0	0	1	0	0	0	0
CCNE1	0	0	0	1	0	0	0	0
PDCD2L	0	0	0	1	0	0	0	0
KMT2B	0	0	0	1	0	0	0	0
ZNF529	0	0	0	1	0	0	0	0
ZFP30	0	0	0	1	0	0	0	0
SUPT5H	0	0	0	1	0	0	0	0
SHKBP1	0	0	0	1	0	0	0	0
HNRNPUL1	0	0	0	1	0	0	0	0
CEACAM21	0	0	0	1	0	0	0	0
ATP1A3	0	0	0	1	0	0	0	1
HIF3A	0	0	0	1	0	0	0	0
PRKD2	0	0	0	1	0	0	0	0
SYNGR4	0	0	0	1	0	0	0	0
NUP62	0	0	0	1	0	0	0	0
JOSD2	0	0	0	1	0	0	0	0
CACNG6	0	0	0	2	0	0	0	0
ZNF579	0	0	0	1	0	0	0	0
SLC27A5	0	0	0	1	0	0	0	0
REM1	0	0	0	1	0	0	0	0
EDEM2	0	0	0	1	0	0	0	0
RBM12	0	0	0	1	0	0	0	0
SOGA1	0	0	0	1	0	0	0	0
ZSWIM3	0	0	0	1	0	0	0	0
SALL4	0	0	0	1	0	0	0	0
GNAS	0	0	0	1	0	0	0	0
DIDO1	0	0	0	1	0	0	0	0
COL20A1	0	0	0	1	0	0	0	0
ZBTB46	0	0	0	1	0	0	0	0
MRAP	0	0	0	1	0	0	0	0
PFKL	0	0	0	2	0	0	0	0
SLC19A1	0	0	0	1	0	0	0	0
BCL2L13	0	0	0	1	0	0	0	0
DGCR8	0	0	0	2	0	0	0	0
DDTL	0	0	0	1	0	0	0	0
TFIP11	0	0	0	1	0	0	0	0
SEC14L6	0	0	0	1	0	0	0	0
EIF4ENIF1	0	0	0	1	0	0	0	0
TRIOBP	0	0	0	3	0	0	0	0
KCNJ4	0	0	0	1	0	0	0	0
BRD1	0	0	0	1	0	0	0	0
ZBED4	0	0	0	1	0	0	0	0
USP9X	0	0	0	1	0	0	0	0
CXorf36	0	0	0	1	0	0	0	0
MAGED1	0	0	0	2	0	0	0	0
SPIN4	0	0	0	1	0	0	0	0
PCDH19	0	0	0	1	0	0	0	0
ZCCHC12	0	0	0	1	0	0	0	0
TMEM185A	0	0	0	1	0	0	0	0
PDZD4	0	0	0	1	0	0	0	0
HCFC1	0	0	0	1	0	0	0	0
DSTYK	0	0	0	0	0	0	0	1
C1orf74	0	0	0	0	0	0	0	1
NUP210L	0	0	0	0	0	0	0	1
OR14C36	0	0	0	0	0	0	0	1
CCDC150	0	0	0	0	0	0	0	1
CCR1	0	0	0	0	0	0	0	1
ATP13A3	0	0	0	0	0	0	0	1
AC008394.1	0	0	0	0	0	0	0	1
PCDHB10	0	0	0	0	0	0	0	1
SUV420H1	0	0	0	0	0	0	0	1
NANOGNB	0	0	0	0	0	0	0	1
ITGA5	0	0	0	0	0	0	0	1
TTC6	0	0	0	0	0	0	0	1
CCP110	0	0	0	0	0	0	0	1
GNA15	0	0	0	0	0	0	0	1
CD209	0	0	0	0	0	0	0	1
ZNF430	0	0	0	0	0	0	0	1
MAP3K10	0	0	0	0	0	0	0	1
ZIM3	0	0	0	0	0	0	0	1
ZNF329	0	0	0	0	0	0	0	1
MC3R	0	0	0	0	0	0	0	1
GRIK1	0	0	0	0	0	0	0	1
TIAM1	0	0	0	1	0	0	0	1
KRTAP10-4	0	0	0	0	0	0	0	1
SHOX	0	0	0	0	0	0	0	1
TRIM54	0	0	0	1	0	0	0	0
NAT8	0	0	0	1	0	0	0	0
APEH	0	0	0	1	0	0	0	0
ZMIZ2	0	0	0	1	0	0	0	0
PSMD5	0	0	0	1	0	0	0	0
ZFAND4	0	0	0	1	0	0	0	0
C10orf12	0	0	0	1	0	0	0	0
COMMD9	0	0	0	1	0	0	0	0
PCBP2	0	0	0	1	0	0	0	0
ADCY9	0	0	0	1	0	0	0	0
DNAH2	0	0	0	1	0	0	0	0
ARHGAP35	0	0	0	1	0	0	0	0
MIER1	0	0	0	1	0	0	0	0
MYEOV2	0	0	0	1	0	0	0	0
SPP1	0	0	0	2	0	0	0	0
JAKMIP2	0	0	0	1	0	0	0	0
TEX15	0	0	0	1	0	0	0	1
NUDCD1	0	0	0	1	0	0	0	0
CUBN	0	0	0	2	0	0	0	0
TBC1D12	0	0	0	1	0	0	0	0
TPH1	0	0	0	1	0	0	0	0
FAM168A	0	0	0	1	0	0	0	0
CHD2	0	0	0	1	0	0	0	0
SUZ12	0	0	0	1	0	0	0	0
KRT12	0	0	0	1	0	0	0	0
LRRC37A	0	0	0	1	0	0	0	0
KCNB1	0	0	0	1	0	0	0	0
C21orf37	0	0	0	1	0	0	0	0
PLP2	0	0	0	1	0	0	0	0
BAI2	0	0	0	1	0	0	0	0
FASTKD1	0	0	0	1	0	0	0	0
AEBP1	0	0	0	1	0	0	0	0
TNFRSF10B	0	0	0	1	0	0	0	0
UNC13B	0	0	0	1	0	0	0	0
MPEG1	0	0	0	2	0	0	0	0
KDM2A	0	0	0	2	0	0	0	0
CBL	0	0	0	1	0	0	0	0
MYH8	0	0	0	1	0	0	0	0
TOB1	0	0	0	1	0	0	0	0
ATP9B	0	0	0	2	0	0	0	0
ZNF536	0	0	0	1	0	0	0	0
CYTH2	0	0	0	1	0	0	0	0
ZNF765	0	0	0	1	0	0	0	0
URB1	0	0	0	1	0	0	0	0
EYA3	0	0	0	1	0	0	0	0
PKLR	0	0	0	1	0	0	0	0
OR1C1	0	0	0	1	0	0	0	0
COLEC11	0	0	0	1	0	0	0	0
GAREML	0	0	0	1	0	0	0	0
VGLL3	0	0	0	1	0	0	0	0
ADH6	0	0	0	1	0	0	0	0
ITGA2	0	0	0	1	0	0	0	0
C5orf50	0	0	0	1	0	0	0	0
HEY2	0	0	0	1	0	0	0	0
AC091801.1	0	0	0	1	0	0	0	0
THSD7A	0	0	0	1	0	0	0	0
PURG	0	0	0	1	0	0	0	0
C8orf44	0	0	0	1	0	0	0	0
TET1	0	0	0	2	0	0	0	0
KCNQ1	0	0	0	1	0	0	0	0
OR10A5	0	0	0	1	0	0	0	0
MLXIP	0	0	0	1	0	0	0	0
BAZ1A	0	0	0	1	0	0	0	0
DET1	0	0	0	1	0	0	0	0
JPH3	0	0	0	1	0	0	0	0
ELAC2	0	0	0	1	0	0	0	0
RNF165	0	0	0	1	0	0	0	0
DNM2	0	0	0	2	0	0	0	0
CACNA1A	0	0	0	2	0	0	0	0
NCAN	0	0	0	1	0	0	0	0
SLC7A10	0	0	0	1	0	0	0	0
VASP	0	0	0	1	0	0	0	0
CDKL5	0	0	0	1	0	0	0	0
PROX1	0	0	0	1	0	0	0	0
ZC3H12A	0	0	0	1	0	0	0	0
CC2D1B	0	0	0	1	0	0	0	0
MAGOHB	0	0	0	1	0	0	0	0
FNDC3A	0	0	0	1	0	0	0	0
TC2N	0	0	0	1	0	0	0	0
LCMT2	0	0	0	1	0	0	0	0
NUDT16L1	0	0	0	1	0	0	0	0
ZNF568	0	0	0	1	0	0	0	0
CLTCL1	0	0	0	1	0	0	0	0
LCE1F	0	0	0	1	0	0	0	0
ATRAID	0	0	0	1	0	0	0	0
MAP3K9	0	0	0	1	0	0	0	0
GPR176	0	0	0	1	0	0	0	0
PSKH1	0	0	0	1	0	0	0	0
EPG5	0	0	0	1	0	0	0	0
PADI4	0	0	0	0	0	0	0	1
IL1RL1	0	0	0	0	0	0	0	1
PEG10	0	0	0	0	0	0	0	1
ADAM7	0	0	0	0	0	0	0	1
NSUN6	0	0	0	0	0	0	0	1
VAV1	0	0	0	0	0	0	0	1
SPTLC3	0	0	0	0	0	0	0	1
EFNB1	0	0	0	0	0	0	0	1
USP26	0	0	0	0	0	0	0	1
LURAP1L	0	0	0	1	0	0	0	0
WNK3	0	0	0	1	0	0	0	0
RGL1	0	0	0	0	0	0	0	1
CLSTN1	0	0	0	0	0	0	0	1
TNFRSF1B	0	0	0	0	0	0	0	1
RLF	0	0	0	0	0	0	0	1
ASB17	0	0	0	0	0	0	0	1
MCOLN2	0	0	0	0	0	0	0	1
CD2	0	0	0	0	0	0	0	1
ANXA9	0	0	0	0	0	0	0	1
RAD51AP2	0	0	0	0	0	0	0	1
CCDC85A	0	0	0	0	0	0	0	1
PCGF1	0	0	0	0	0	0	0	1
FIGN	0	0	0	0	0	0	0	1
MYO3B	0	0	0	0	0	0	0	1
AC007557.1	0	0	0	0	0	0	0	1
RUFY4	0	0	0	0	0	0	0	1
FEV	0	0	0	0	0	0	0	1
SLC23A3	0	0	0	0	0	0	0	1
LSMEM2	0	0	0	0	0	0	0	1
PAQR9	0	0	0	0	0	0	0	1
GPR149	0	0	0	0	0	0	0	1
AC136604.1	0	0	0	0	0	0	0	1
GCM2	0	0	0	0	0	0	0	1
TMEM151B	0	0	0	0	0	0	0	1
MPP6	0	0	0	0	0	0	0	1
STEAP2	0	0	0	0	0	0	0	1
MOGAT3	0	0	0	0	0	0	0	1
CBLL1	0	0	0	0	0	0	0	1
INTS10	0	0	0	0	0	0	0	1
UNC5D	0	0	0	0	0	0	0	1
TMEM67	0	0	0	0	0	0	0	1
SCUBE2	0	0	0	0	0	0	0	1
RSF1	0	0	0	0	0	0	0	1
GCN1L1	0	0	0	0	0	0	0	1
GJA3	0	0	0	0	0	0	0	1
CARKD	0	0	0	0	0	0	0	1
PYGL	0	0	0	0	0	0	0	1
NRDE2	0	0	0	0	0	0	0	1
DUOX1	0	0	0	0	0	0	0	1
AC025287.1	0	0	0	0	0	0	0	1
KRT13	0	0	0	0	0	0	0	1
MPO	0	0	0	0	0	0	0	1
ATP8B3	0	0	0	0	0	0	0	1
ANGPTL6	0	0	0	0	0	0	0	1
U2AF2	0	0	0	0	0	0	0	1
ZNF543	0	0	0	0	0	0	0	1
HUNK	0	0	0	0	0	0	0	1
TFF3	0	0	0	0	0	0	0	1
MED12	0	0	0	0	0	0	0	1
ADCK3	0	0	0	1	0	0	0	0
RERE	0	0	0	1	0	0	0	0
CLIP4	0	0	0	1	0	0	0	0
KIF1A	0	0	0	2	0	0	0	0
PARM1	0	0	0	1	0	0	0	0
ENPEP	0	0	0	1	0	0	0	0
SLC36A2	0	0	0	1	0	0	0	0
IRF4	0	0	0	1	0	0	0	0
KCTD20	0	0	0	1	0	0	0	0
BAG2	0	0	0	1	0	0	0	0
TDRP	0	0	0	1	0	0	0	0
ADCY8	0	0	0	1	0	0	0	0
SVEP1	0	0	0	1	0	0	0	0
OR13A1	0	0	0	1	0	0	0	0
PGR	0	0	0	1	0	0	0	0
UPK2	0	0	0	1	0	0	0	0
CLECL1	0	0	0	1	0	0	0	0
AKAP11	0	0	0	1	0	0	0	0
MYO1E	0	0	0	1	0	0	0	0
SSTR2	0	0	0	1	0	0	0	0
ZNF358	0	0	0	1	0	0	0	0
ZNF486	0	0	0	2	0	0	0	0
QPCTL	0	0	0	1	0	0	0	0
TMEM150B	0	0	0	1	0	0	0	0
ZNF324B	0	0	0	1	0	0	0	0
EDN3	0	0	0	1	0	0	0	0
TMPRSS15	0	0	0	1	0	0	0	0
MX2	0	0	0	1	0	0	0	0
CECR1	0	0	0	1	0	0	0	0
LAX1	0	0	0	0	0	0	0	1
HTR1A	0	0	0	0	0	0	0	1
AQP7	0	0	0	0	0	0	0	1
OR5D18	0	0	0	0	0	0	0	1
DIAPH3	0	0	0	0	0	0	0	1
ZFYVE26	0	0	0	0	0	0	0	1
RNF213	0	0	0	1	0	0	0	1
EMR1	0	0	0	0	0	0	0	1
SYN3	0	0	0	0	0	0	0	1
TAB3	0	0	0	0	0	0	0	1
MTMR8	0	0	0	1	0	0	0	1
LRRIQ4	0	0	0	1	0	0	0	0
NDST1	0	0	0	1	0	0	0	0
SND1	0	0	0	2	0	0	0	0
FDFT1	0	0	0	1	0	0	0	0
ADRB3	0	0	0	1	0	0	0	0
NNMT	0	0	0	1	0	0	0	0
EEA1	0	0	0	2	0	0	0	0
MLX	0	0	0	1	0	0	0	0
SGCA	0	0	0	1	0	0	0	0
CYP4F11	0	0	0	1	0	0	0	0
TMEM63A	0	0	0	0	0	0	0	1
L1TD1	0	0	0	0	0	0	0	1
DNAJC6	0	0	0	0	0	0	0	1
FAM73A	0	0	0	0	0	0	0	1
STXBP3	0	0	0	0	0	0	0	1
TAF13	0	0	0	0	0	0	0	1
PSMD4	0	0	0	0	0	0	0	1
DENND4B	0	0	0	0	0	0	0	1
GON4L	0	0	0	0	0	0	0	1
ACP1	0	0	0	0	0	0	0	1
CHN1	0	0	0	0	0	0	0	1
AC079354.1	0	0	0	0	0	0	0	1
NPPC	0	0	0	0	0	0	0	1
ALPPL2	0	0	0	0	0	0	0	1
CAPN7	0	0	0	0	0	0	0	1
FOXL2	0	0	0	0	0	0	0	1
SCFD2	0	0	0	0	0	0	0	1
C5orf34	0	0	0	0	0	0	0	1
NSA2	0	0	0	0	0	0	0	1
RGS14	0	0	0	0	0	0	0	1
TMEM14C	0	0	0	0	0	0	0	1
OPN5	0	0	0	0	0	0	0	1
FUBP3	0	0	0	0	0	0	0	1
AKR1C4	0	0	0	0	0	0	0	1
TYR	0	0	0	0	0	0	0	1
C12orf79	0	0	0	0	0	0	0	1
ABCB9	0	0	0	0	0	0	0	1
XPO4	0	0	0	0	0	0	0	2
HDC	0	0	0	0	0	0	0	1
SERPINF1	0	0	0	0	0	0	0	1
SPATA22	0	0	0	1	0	0	0	1
STAC2	0	0	0	0	0	0	0	1
FAM134C	0	0	0	0	0	0	0	1
SEH1L	0	0	0	0	0	0	0	1
NR2F6	0	0	0	0	0	0	0	1
PBX4	0	0	0	0	0	0	0	1
GLTSCR2	0	0	0	0	0	0	0	1
CNOT3	0	0	0	0	0	0	0	1
COMMD7	0	0	0	0	0	0	0	1
USP25	0	0	0	0	0	0	0	1
ZNRF3	0	0	0	0	0	0	0	1
ZNF449	0	0	0	0	0	0	0	1
BTBD19	0	0	0	0	0	0	0	1
COL24A1	0	0	0	0	0	0	0	1
CELSR2	0	0	0	1	0	0	0	1
STAMBP	0	0	0	0	0	0	0	1
TEX264	0	0	0	0	0	0	0	1
PBRM1	0	0	0	0	0	0	0	1
FAM184B	0	0	0	0	0	0	0	1
ADAM29	0	0	0	0	0	0	0	1
OFCC1	0	0	0	0	0	0	0	1
GRIK2	0	0	0	0	0	0	0	1
SERAC1	0	0	0	0	0	0	0	1
RAB19	0	0	0	0	0	0	0	1
CYP11B2	0	0	0	0	0	0	0	1
KLF9	0	0	0	0	0	0	0	1
TRPM3	0	0	0	0	0	0	0	1
NAA35	0	0	0	0	0	0	0	1
SECISBP2	0	0	0	0	0	0	0	1
IPO7	0	0	0	0	0	0	0	1
SELPLG	0	0	0	1	0	0	0	1
CHRNE	0	0	0	0	0	0	0	1
ZNF420	0	0	0	0	0	0	0	1
ITCH	0	0	0	0	0	0	0	1
ZNF281	0	0	0	0	0	0	0	1
EIF2D	0	0	0	0	0	0	0	1
TXLNA	0	0	0	0	0	0	0	1
GPSM2	0	0	0	0	0	0	0	1
ATAD2B	0	0	0	0	0	0	0	1
CTNNA2	0	0	0	0	0	0	0	1
NEK10	0	0	0	0	0	0	0	1
TRPC1	0	0	0	0	0	0	0	1
TP63	0	0	0	0	0	0	0	1
NUDT6	0	0	0	0	0	0	0	1
POU4F2	0	0	0	0	0	0	0	1
PRSS16	0	0	0	0	0	0	0	1
BCLAF1	0	0	0	0	0	0	0	1
SLC37A3	0	0	0	0	0	0	0	1
SOX17	0	0	0	0	0	0	0	1
GALT	0	0	0	0	0	0	0	1
CCDC180	0	0	0	0	0	0	0	1
ST8SIA6	0	0	0	0	0	0	0	1
ADRA2A	0	0	0	0	0	0	0	1
NLRP10	0	0	0	0	0	0	0	1
TBX10	0	0	0	0	0	0	0	1
DSCAML1	0	0	0	1	0	0	0	1
MANSC4	0	0	0	0	0	0	0	1
KRT75	0	0	0	0	0	0	0	1
FLT1	0	0	0	0	0	0	0	1
PRKD1	0	0	0	1	0	0	0	1
SPG11	0	0	0	0	0	0	0	1
IGF1R	0	0	0	0	0	0	0	1
C16orf86	0	0	0	0	0	0	0	1
SLC12A4	0	0	0	0	0	0	0	1
HS3ST3B1	0	0	0	0	0	0	0	1
CCL23	0	0	0	0	0	0	0	1
TOP2A	0	0	0	0	0	0	0	1
ZNF507	0	0	0	1	0	0	0	1
AWAT1	0	0	0	0	0	0	0	1
COL4A6	0	0	0	0	0	0	0	1
MGC10955	0	0	0	1	0	0	0	0
ANKRD44	0	0	0	1	0	0	0	0
HCLS1	0	0	0	1	0	0	0	0
C4orf47	0	0	0	1	0	0	0	0
CARD6	0	0	0	1	0	0	0	0
MGAM	0	0	0	1	0	0	0	0
OR2A5	0	0	0	1	0	0	0	0
LGI3	0	0	0	1	0	0	0	0
NR4A3	0	0	0	1	0	0	0	0
BRINP1	0	0	0	1	0	0	0	0
RARRES3	0	0	0	1	0	0	0	0
HAL	0	0	0	1	0	0	0	0
BRF1	0	0	0	1	0	0	0	0
ELAVL3	0	0	0	1	0	0	0	0
CPXCR1	0	0	0	1	0	0	0	0
ATF6	0	0	0	1	0	0	0	0
POGK	0	0	0	1	0	0	0	0
SELE	0	0	0	1	0	0	0	0
METTL11B	0	0	0	1	0	0	0	0
METTL13	0	0	0	1	0	0	0	0
