Gene_set_name	Reference(PMID or DOI)	Source	Notes	
Nomura2025_Oligodendrocyte_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_6	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_7	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_8	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Oligodendrocyte_MP_9	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_OPC_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Endothel_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Endothel_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Endothel_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Endothel_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Endothel_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Endothel_MP_6	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Pericyte_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Pericyte_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Pericyte_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Pericyte_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_Pericyte_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_ExN_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_ExN_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_ExN_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_ExN_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_ExN_MP_5	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_ExN_MP_6	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_InN_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_InN_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_InN_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_InN_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_IPC_MP_1	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_IPC_MP_2	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_IPC_MP_3	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Nomura2025_IPC_MP_4	"Nomura et al. (Nat. Gen.), 2025, The multilayered transcriptional architecture of glioblastoma ecosystems"	10.1038/s41588-025-02167-5		
Venkataramani2022_gbm_invasive_unconnected_anticorrelated	"Venkataramani et al. (Cell), 2022, Glioblastoma hijacks neuronal mechanisms for brain invasion"	10.1016/j.cell.2022.06.054 		
Venkataramani2022_gbm_invasive_unconnected_correlated	"Venkataramani et al. (Cell), 2022, Glioblastoma hijacks neuronal mechanisms for brain invasion"	10.1016/j.cell.2022.06.054 		
Tanner2024_JARID_LE50	"Tanner et al. (Gen. Bio.), 2024, IDHwt glioblastomas can be stratified by their transcriptional response to standard treatment, with implications for targeted therapy"	10.1186/s13059-024-03172-3		
Tanner2024_JARID_LE70	"Tanner et al. (Gen. Bio.), 2024, IDHwt glioblastomas can be stratified by their transcriptional response to standard treatment, with implications for targeted therapy"	10.1186/s13059-024-03172-3		
